customer_id,age,gender,income,region,tenure_years,received_campaign,spend_last_month,channel,product_category,responded,spend_this_month,is_high_value,days_since_last_purchase,credit_score,customer_segment,treatment_str,uplift_score,segment,pca_1,pca_2
CUST01197,69,Female,69806,East,11.5,0,116.87,App Notification,Loans,0,116.87,0,269,678,3,control,0.0152497140678612,Lost Causes,-0.7108457137986361,1.1249834294296681
CUST01198,32,Male,89832,North,4.0,0,830.58,Email,Loans,0,830.58,0,135,769,1,control,0.0766531713900134,Lost Causes,-1.069916126325577,-0.9848867918914238
CUST01199,64,Female,62810,West,1.5,0,12.29,Email,Savings,0,12.29,0,109,651,3,control,0.1295846394984326,Lost Causes,0.8873140755036316,-0.4021534153100067
CUST01200,46,Female,93862,North,2.9,0,197.35,Phone,Savings,0,197.35,0,149,681,1,control,0.1295846394984326,Lost Causes,-0.21833254035532146,-0.3866955815019483
CUST01201,50,Male,67194,West,3.6,0,45.96,Email,Insurance,0,45.96,0,102,759,3,control,0.1305555555555555,Lost Causes,0.9092128129562559,0.7834777050269851
CUST01202,69,Female,59496,North,0.5,0,149.87,Email,Loans,0,149.87,0,358,717,3,control,0.1885245901639344,Lost Causes,1.9730916833448775,-0.21277452417757178
CUST01203,47,Female,95005,West,6.8,1,302.59,SMS,Savings,0,302.59,1,142,639,1,treatment,0.1295846394984326,Persuadables,-0.7648017790224902,-0.49914150337143126
CUST01204,56,Male,51324,North,0.6,0,56.67,Email,Loans,0,56.67,0,259,711,3,control,0.1885245901639344,Lost Causes,1.806371728791041,-0.17035984452357947
CUST01205,44,Male,55501,West,2.6,0,99.96,Email,Loans,0,99.96,0,319,692,3,control,0.1295846394984326,Lost Causes,0.5881398912892328,-0.24136442189761373
CUST01206,53,Male,52089,South,8.2,0,602.24,Phone,Insurance,0,602.24,0,171,702,3,control,0.1035460992907801,Lost Causes,-0.01581427877694337,-0.4931119501370168
CUST01207,46,Male,47148,West,3.2,1,286.66,SMS,Insurance,1,370.98,0,227,747,2,treatment,0.174757281553398,Sure Things,1.3599098560721254,-0.09252744998803603
CUST01208,55,Male,73060,South,9.2,0,170.06,Phone,Insurance,0,170.06,0,12,712,0,control,0.1525581395348837,Lost Causes,0.4482964316628872,0.853983346032527
CUST01209,50,Female,59741,North,2.1,0,50.21,Email,Credit Card,0,50.21,0,55,695,3,control,0.1295846394984326,Lost Causes,0.7559823045831867,-0.09784163273612827
CUST01210,54,Male,79772,West,15.8,0,110.78,Phone,Loans,0,110.78,0,246,692,0,control,0.1295846394984326,Lost Causes,-0.37960404611175447,1.7448596511118868
CUST01211,44,Female,35307,North,1.2,1,297.5,Phone,Credit Card,0,297.5,0,91,753,2,treatment,0.174757281553398,Persuadables,1.6682234128133129,-0.3974322661308075
CUST01212,50,Female,47549,West,0.2,1,343.56,Phone,Credit Card,0,343.56,0,325,663,2,treatment,0.2241379310344827,Persuadables,1.5815495621665672,-1.4680095491154328
CUST01213,21,Female,71031,North,10.3,0,56.1,Phone,Insurance,0,56.1,0,311,591,0,control,0.0588235294117647,Lost Causes,-1.9853802063614565,-0.164799457003027
CUST01214,39,Female,99393,South,7.0,0,216.98,Email,Credit Card,0,216.98,1,187,688,1,control,-0.0277777777777777,Lost Causes,-2.2194321917143127,0.2370964007666657
CUST01215,19,Male,77570,West,1.3,0,19.96,SMS,Loans,0,19.96,0,331,718,0,control,0.1794871794871795,Lost Causes,0.2745500242404882,-0.11738242159494765
CUST01216,27,Male,58212,South,20.9,0,4.7,App Notification,Loans,0,4.7,0,316,679,3,control,0.0306778822365165,Lost Causes,-1.9408325483992206,2.325569234592772
CUST01217,22,Female,40209,North,3.5,1,159.11,Phone,Credit Card,0,159.11,0,189,673,2,treatment,0.0625,Persuadables,-0.5647866737951471,-0.6526249179991799
CUST01218,27,Female,57043,West,15.1,0,50.82,Email,Loans,0,50.82,0,298,681,3,control,0.0306778822365165,Lost Causes,-1.5999616491105881,1.4209161698966606
CUST01219,50,Female,69150,West,3.5,1,16.44,SMS,Loans,0,16.44,0,172,698,3,treatment,0.1569892473118279,Persuadables,0.8036762822290706,0.2310020411876397
CUST01220,55,Male,22846,West,3.2,0,261.74,Phone,Credit Card,0,261.74,0,69,635,2,control,0.2241379310344827,Lost Causes,1.8940427786772052,-1.1797965476214014
CUST01221,30,Female,45732,South,3.0,1,137.82,Phone,Insurance,0,137.82,0,278,733,2,treatment,0.174757281553398,Persuadables,1.0035114969877825,-0.037855379765068926
CUST01222,48,Male,55248,East,2.0,0,318.2,App Notification,Insurance,0,318.2,0,321,566,3,control,0.0098039215686274,Lost Causes,-1.2911280473109017,-2.016950406059475
CUST01223,64,Female,64851,South,3.8,0,218.1,SMS,Loans,0,218.1,0,84,727,3,control,0.2195121951219512,Lost Causes,1.8445338204268396,0.14922610231897374
CUST01224,53,Other,68913,South,3.0,1,261.72,Phone,Loans,0,261.72,0,88,715,3,treatment,0.1885245901639344,Persuadables,1.1262324002508877,-0.24797066785067443
CUST01225,62,Male,57782,West,0.2,0,73.45,App Notification,Insurance,0,73.45,0,148,724,3,control,0.225,Lost Causes,2.2800478712268806,-0.08043840769161024
CUST01226,41,Female,80117,South,1.5,1,61.11,Email,Loans,1,213.19,0,254,603,0,treatment,0.1295846394984326,Sure Things,-0.35879435146669986,-1.1200221820591403
CUST01227,69,Male,72494,South,1.2,1,183.7,SMS,Insurance,0,183.7,0,303,714,0,treatment,0.2325883575883576,Persuadables,2.0682082868249774,-0.19726289593057517
CUST01228,32,Male,62598,South,10.1,0,44.65,SMS,Credit Card,0,44.65,0,221,672,3,control,0.1295846394984326,Lost Causes,-0.3796012138747843,0.667821952744599
CUST01229,46,Female,82875,East,4.6,1,337.93,Phone,Insurance,0,337.93,0,234,780,0,treatment,0.0048784977908689,Persuadables,-0.842682137020085,0.5083171276049152
CUST01230,25,Female,81238,West,7.2,0,148.01,Email,Savings,0,148.01,0,24,718,0,control,0.1525581395348837,Lost Causes,-0.3355857847139281,0.47261039045681025
CUST01231,22,Female,40924,East,15.7,0,51.49,SMS,Loans,0,51.49,0,251,641,2,control,0.0588235294117647,Lost Causes,-1.4356467681302683,0.9951204205034955
CUST01232,46,Female,69359,South,5.2,1,196.26,App Notification,Loans,0,196.26,0,328,615,3,treatment,0.1295846394984326,Persuadables,-0.281582067553019,-0.8068752092639975
CUST01233,64,Female,87805,West,20.3,1,580.21,Phone,Insurance,0,580.21,0,98,669,0,treatment,0.1295846394984326,Persuadables,-1.0182418445972352,1.129624706116825
CUST01234,21,Female,91149,East,1.9,0,17.13,App Notification,Savings,0,17.13,0,214,740,1,control,0.0508182601205857,Lost Causes,-1.0504713188128485,0.3109953288983488
CUST01235,29,Female,77418,North,1.0,1,23.16,App Notification,Credit Card,0,23.16,0,295,757,0,treatment,0.0566666666666666,Persuadables,-0.382560785257666,0.35245244421437427
CUST01236,62,Male,65334,North,2.6,1,371.37,SMS,Insurance,0,371.37,0,311,709,3,treatment,0.1035460992907801,Persuadables,0.5310810258499553,-0.5303751213825014
CUST01237,19,Other,78426,North,3.2,0,23.22,Email,Credit Card,0,23.22,0,225,704,0,control,0.1111111111111111,Lost Causes,-0.5856181463880277,0.032883907426342576
CUST01238,44,Male,86155,South,11.3,1,8.03,Email,Savings,1,68.28,0,183,683,0,treatment,0.1295846394984326,Sure Things,-0.4707420573693698,1.2155158506620447
CUST01239,48,Female,72316,West,4.1,1,85.52,Phone,Insurance,0,85.52,0,198,698,0,treatment,0.1569892473118279,Persuadables,0.6033551287166308,0.14430053253764666
CUST01240,68,Male,74572,South,1.7,1,125.74,Email,Insurance,0,125.74,0,333,760,0,treatment,0.174757281553398,Persuadables,1.732416065629403,0.4916534696085166
CUST01241,68,Male,65003,South,6.8,0,168.54,SMS,Credit Card,0,168.54,0,108,682,3,control,0.0152497140678612,Lost Causes,-0.38796653812386267,0.3590918253687527
CUST01242,53,Male,43264,West,3.5,1,141.57,Email,Insurance,0,141.57,0,314,732,2,treatment,0.0106060606060606,Persuadables,0.06780575873579815,0.2601846768785583
CUST01243,53,Female,66512,West,0.9,0,488.79,Phone,Savings,0,488.79,0,209,673,3,control,0.1295846394984326,Lost Causes,0.31997361619474246,-1.48644469101349
CUST01244,43,Male,56457,East,4.3,1,292.78,SMS,Insurance,0,292.78,0,357,750,3,treatment,0.0048784977908689,Persuadables,-0.5571932742464314,0.15671280885315744
CUST01245,60,Male,56521,South,12.1,1,824.68,Phone,Loans,0,824.68,0,91,728,3,treatment,0.1,Persuadables,-0.19643494547077062,-0.1495543051151259
CUST01246,44,Female,98676,North,9.2,0,129.43,App Notification,Savings,0,129.43,1,344,748,1,control,0.0048784977908689,Lost Causes,-1.4817063630832148,1.3739809788748365
CUST01247,22,Female,89031,North,4.4,0,17.62,Email,Loans,0,17.62,0,175,794,0,control,0.0508182601205857,Lost Causes,-0.824027519837727,1.1951255130403422
CUST01248,37,Male,36130,North,2.4,1,622.59,Email,Credit Card,1,761.73,0,142,570,2,treatment,0.2241379310344827,Sure Things,0.5659146272482449,-2.900216311035335
CUST01249,28,Male,48302,South,0.5,1,0.82,SMS,Savings,0,0.82,0,131,737,2,treatment,0.0566666666666666,Persuadables,0.057595580863720165,0.02395469381422822
CUST01250,27,Male,62728,East,3.2,0,299.31,Phone,Loans,0,299.31,0,127,723,3,control,0.225,Lost Causes,0.8949478439951624,-0.4802610822421701
CUST01251,57,Male,57187,North,7.0,0,6.36,SMS,Loans,0,6.36,0,249,722,3,control,0.1885245901639344,Lost Causes,1.4482085617613953,0.9822798024691398
CUST01252,55,Female,76348,North,2.2,1,286.44,Email,Savings,0,286.44,0,264,712,0,treatment,0.2325883575883576,Persuadables,1.4728790723564409,-0.42390900747815724
CUST01253,23,Female,45128,North,1.3,0,555.93,Email,Loans,1,606.84,0,217,711,2,control,0.1035460992907801,Unclassified,-0.19575469058363115,-1.525496134720616
CUST01254,25,Female,89170,East,13.4,0,98.62,Phone,Loans,0,98.62,0,15,716,0,control,0.1525581395348837,Lost Causes,-0.8218176227904074,1.4654873037696416
CUST01255,40,Male,69119,East,8.6,1,55.14,SMS,Loans,0,55.14,0,173,745,3,treatment,0.0048784977908689,Persuadables,-0.9706132741125771,1.2987751844415414
CUST01256,64,Female,63189,East,5.1,0,51.31,App Notification,Insurance,0,51.31,0,229,741,3,control,0.0048784977908689,Lost Causes,-0.03171292567950626,0.9535845591373241
CUST01257,43,Female,69713,South,0.7,0,135.34,SMS,Loans,0,135.34,0,173,698,3,control,0.1569892473118279,Lost Causes,0.6802633705113968,-0.49995993916301534
CUST01258,63,Female,61649,South,0.8,0,37.48,Email,Insurance,0,37.48,0,259,690,3,control,0.1295846394984326,Lost Causes,1.1272221314876225,-0.1856257134890484
CUST01259,60,Female,29387,North,0.5,1,223.51,Phone,Loans,0,223.51,0,9,701,2,treatment,0.1333333333333333,Persuadables,1.6126682144340945,-0.7075556347421763
CUST01260,29,Female,70238,North,4.8,0,91.88,Email,Insurance,0,91.88,0,260,679,0,control,0.0329331046312178,Lost Causes,-1.2004637915643317,-0.07200827101621392
CUST01261,43,Female,63585,West,0.6,1,78.05,App Notification,Loans,0,78.05,0,113,789,3,treatment,0.0566666666666666,Persuadables,0.4110910339702292,0.5463224455029394
CUST01262,30,Male,50910,East,9.2,1,123.71,Phone,Credit Card,0,123.71,0,207,636,3,treatment,0.1042857142857143,Persuadables,-0.6723598623448684,-0.05274443145112077
CUST01263,57,Female,91948,East,24.8,0,156.43,SMS,Credit Card,0,156.43,1,178,737,1,control,0.2121212121212121,Lost Causes,-0.04940832685681512,3.372301335079597
CUST01264,35,Female,83388,West,2.3,1,30.61,SMS,Insurance,0,30.61,0,336,737,0,treatment,0.0766531713900134,Persuadables,-0.33891623686096384,0.37973473477401604
CUST01265,42,Female,118777,East,3.0,0,246.04,Phone,Credit Card,0,246.04,0,224,673,1,control,-0.0277777777777777,Lost Causes,-2.3664313516382744,-0.445051771471915
CUST01266,50,Male,86696,North,6.2,1,429.03,Phone,Savings,0,429.03,0,134,714,0,treatment,0.1525581395348837,Persuadables,0.05401084157423924,-0.15722977254479892
CUST01267,64,Female,57131,East,13.8,0,65.14,Email,Credit Card,0,65.14,0,5,763,3,control,0.2121212121212121,Lost Causes,1.647720059471845,2.24432497256889
CUST01268,57,Female,51884,North,11.2,1,39.79,Email,Insurance,0,39.79,0,185,683,3,treatment,0.2222222222222222,Persuadables,1.3679286734538056,1.068026435127191
CUST01269,60,Male,60113,East,0.3,0,285.84,SMS,Loans,0,285.84,0,305,765,3,control,0.2127659574468085,Lost Causes,2.133073766597849,-0.17165862967427717
CUST01270,29,Male,56667,South,0.9,0,40.56,Phone,Loans,0,40.56,0,83,755,3,control,0.0566666666666666,Lost Causes,-0.020406643883473147,0.20161100878950283
CUST01271,61,Female,72175,South,7.0,1,8.43,Phone,Credit Card,0,8.43,0,222,664,0,treatment,0.1295846394984326,Persuadables,0.3867539276326862,0.5134417752399303
CUST01272,53,Female,39224,East,5.8,0,193.12,Phone,Insurance,0,193.12,0,204,644,2,control,0.1042857142857143,Lost Causes,0.3519473687305685,-0.46956697472291653
CUST01273,65,Female,82945,South,0.7,1,54.82,Email,Loans,0,54.82,0,69,708,0,treatment,0.2325883575883576,Persuadables,1.8634829771837849,-0.012171422485544248
CUST01274,21,Male,71823,South,3.5,0,37.7,Email,Savings,0,37.7,0,167,637,0,control,0.0588235294117647,Lost Causes,-1.319808660656549,-0.610577172322735
CUST01275,22,Female,80649,South,7.6,0,799.11,App Notification,Loans,0,799.11,0,12,554,0,control,0.0588235294117647,Lost Causes,-2.758292590775547,-2.647664538778491
CUST01276,54,Male,47117,South,1.2,1,69.02,Phone,Loans,1,107.08,0,197,675,2,treatment,0.1042857142857143,Sure Things,0.7790102473554962,-0.46968789082414597
CUST01277,25,Male,74933,West,10.3,0,467.52,App Notification,Loans,0,467.52,0,54,808,0,control,0.0822510822510822,Lost Causes,-0.8012903220503815,1.0388282473975148
CUST01278,59,Male,95983,West,0.3,1,39.26,Phone,Insurance,0,39.26,0,360,677,1,treatment,0.1295846394984326,Persuadables,0.34341869772021444,-0.2966643578826978
CUST01279,66,Male,52789,South,7.6,0,341.83,Phone,Savings,0,341.83,0,336,718,3,control,0.1035460992907801,Lost Causes,0.6467680829647144,0.3147978591574012
CUST01280,45,Male,52242,North,4.8,0,139.44,Email,Credit Card,1,202.67,0,329,734,3,control,-0.0821428571428571,Do Not Disturbs,-1.2559269746060815,0.4729476701866879
CUST01281,48,Male,84239,West,1.9,1,16.37,Email,Savings,1,144.72,0,225,697,0,treatment,0.1295846394984326,Sure Things,0.30185770944333956,0.04785946151450776
CUST01282,26,Male,50618,North,6.4,0,264.56,Phone,Loans,0,264.56,0,165,683,3,control,0.0199999999999999,Lost Causes,-1.2478865068485285,-0.3132800546506352
CUST01283,68,Male,65334,North,7.6,0,445.26,Email,Credit Card,0,445.26,0,177,761,3,control,0.0048784977908689,Lost Causes,-0.30029403920067493,0.596648798401923
CUST01284,46,Female,99514,South,13.6,1,35.59,App Notification,Savings,0,35.59,1,1,701,1,treatment,0.0772913816689466,Persuadables,-1.2133763794414187,1.7358081615179677
CUST01285,31,Female,52526,West,2.3,0,258.63,SMS,Loans,0,258.63,0,175,695,3,control,0.0199999999999999,Lost Causes,-0.8330088061274841,-0.7046840252291549
CUST01286,57,Male,100888,North,5.8,0,117.78,Email,Loans,0,117.78,1,165,739,1,control,0.0048784977908689,Lost Causes,-1.0154447086626655,0.9518658361367142
CUST01287,58,Female,63284,North,4.6,1,280.38,Email,Loans,0,280.38,0,137,648,3,treatment,0.1295846394984326,Persuadables,0.31114509271709556,-0.6892292838994916
CUST01288,39,Male,47575,East,3.7,1,250.3,Email,Loans,0,250.3,0,274,636,2,treatment,0.2241379310344827,Persuadables,0.9963585811820053,-1.1131787608483832
CUST01289,28,Female,82074,South,11.1,0,5.39,SMS,Loans,0,5.39,0,358,618,0,control,0.0329331046312178,Lost Causes,-2.100362395117989,0.4443481060691781
CUST01290,40,Male,72154,East,0.0,1,39.38,SMS,Credit Card,0,39.38,0,341,728,0,treatment,0.2195121951219512,Persuadables,1.435771877727107,-0.111639047757083
CUST01291,18,Male,70263,South,1.7,1,127.36,App Notification,Loans,0,127.36,0,172,691,0,treatment,0.1111111111111111,Persuadables,-0.5281612392308073,-0.5930221293601524
CUST01292,63,Female,54625,South,3.9,1,542.39,Phone,Credit Card,0,542.39,0,231,741,3,treatment,0.174757281553398,Persuadables,1.4055207363627533,-0.5020666102754527
CUST01293,54,Female,72009,North,1.0,0,83.73,Email,Credit Card,0,83.73,0,231,702,0,control,0.2325883575883576,Lost Causes,1.6953819759692925,-0.22841985178809907
CUST01294,38,Female,28647,North,11.9,1,198.24,Email,Savings,0,198.24,0,115,631,2,treatment,0.1042857142857143,Persuadables,-0.2950628888158489,0.08016043358001615
CUST01295,43,Female,74375,West,5.2,0,2.43,App Notification,Loans,0,2.43,0,198,682,0,control,0.1295846394984326,Lost Causes,0.07854165891623197,0.3165947083269828
CUST01296,63,Female,95944,West,3.2,1,248.35,App Notification,Insurance,0,248.35,0,319,744,1,treatment,0.0766531713900134,Persuadables,-0.00019779994752795225,0.3262245859727185
CUST01297,53,Male,34691,North,8.4,1,184.8,Phone,Loans,0,184.8,0,3,686,2,treatment,0.0199999999999999,Persuadables,-0.27226716842349197,0.3490074639084503
CUST01298,40,Male,61864,North,3.0,1,251.33,Email,Insurance,0,251.33,0,112,759,3,treatment,0.174757281553398,Persuadables,1.0366907663823364,0.08790966966400486
CUST01299,18,Male,52507,North,4.1,1,470.06,Email,Loans,0,470.06,0,146,677,3,treatment,0.0625,Persuadables,-1.1493707369745858,-1.262815139522805
CUST01300,68,Male,39778,East,0.0,0,31.68,App Notification,Credit Card,0,31.68,0,276,735,2,control,0.2127659574468085,Lost Causes,2.7620973198022236,0.08961689955206664
CUST01301,57,Female,28942,East,2.3,0,60.65,Phone,Loans,0,60.65,0,349,610,2,control,0.2222222222222222,Lost Causes,1.8821882384664812,-1.0320626195195421
CUST01302,32,Female,46383,South,0.7,1,1093.63,Phone,Loans,0,1093.63,0,36,688,2,treatment,0.0199999999999999,Persuadables,-1.280572498095377,-3.0140970468435615
CUST01303,38,Male,65152,East,5.9,0,33.99,SMS,Loans,0,33.99,0,208,680,3,control,0.1295846394984326,Lost Causes,0.03684974152699975,0.24459533384760884
CUST01304,64,Female,92982,East,3.3,1,255.04,SMS,Loans,0,255.04,0,4,630,1,treatment,0.1295846394984326,Persuadables,-0.08013392542863555,-0.8319217427492421
CUST01305,26,Female,39545,West,1.8,0,258.25,SMS,Savings,0,258.25,0,120,755,2,control,0.174757281553398,Lost Causes,1.1144415260852731,-0.3308886619947166
CUST01306,26,Male,75887,North,3.2,1,229.77,Email,Savings,0,229.77,0,109,667,0,treatment,0.0306778822365165,Persuadables,-1.48591374464398,-0.7481020909145417
CUST01307,27,Male,74392,North,1.2,1,51.61,Email,Credit Card,0,51.61,0,78,662,0,treatment,-0.0369565217391304,Do Not Disturbs,-1.8472052288921756,-0.618579203883519
CUST01308,69,Male,103439,North,13.0,0,48.45,Email,Credit Card,0,48.45,1,17,765,1,control,0.2121212121212121,Lost Causes,1.002897975597697,2.401289883578415
CUST01309,43,Male,81420,West,0.3,0,219.53,Email,Insurance,1,297.82,0,227,708,0,control,0.2325883575883576,Unclassified,1.199393507405401,-0.6476796268792221
CUST01310,58,Male,82571,West,10.0,1,41.22,SMS,Credit Card,1,113.98,0,185,738,0,treatment,0.0048784977908689,Sure Things,-0.8478523126574167,1.6535142866065162
CUST01311,52,Female,83986,East,3.6,0,216.68,Phone,Savings,0,216.68,0,227,614,0,control,0.1295846394984326,Lost Causes,-0.31618756074035986,-0.9871828678774212
CUST01312,69,Male,51515,North,4.8,1,135.66,Phone,Credit Card,0,135.66,0,49,660,3,treatment,0.1042857142857143,Persuadables,0.7497117896839534,-0.13770474505972824
CUST01313,42,Male,58543,South,1.8,1,97.76,Email,Insurance,0,97.76,0,109,804,3,treatment,0.174757281553398,Persuadables,1.5979612831049843,0.7394597783285946
CUST01314,43,Other,92337,South,17.0,0,71.4,Email,Insurance,0,71.4,1,181,742,1,control,0.2121212121212121,Lost Causes,0.12431880479525531,2.4243998322207423
CUST01315,28,Female,28984,East,1.7,1,589.68,SMS,Savings,0,589.68,0,10,646,2,treatment,0.2241379310344827,Persuadables,0.9579740507584463,-2.264054925252872
CUST01316,55,Female,56353,South,4.4,0,141.89,SMS,Credit Card,0,141.89,0,123,711,3,control,0.1885245901639344,Lost Causes,1.3967510691225988,0.16584265194175052
CUST01317,19,Male,43383,North,25.1,0,164.77,Email,Insurance,0,164.77,0,76,650,2,control,0.0588235294117647,Lost Causes,-2.153236620990573,2.1094650349102
CUST01318,24,Male,74684,West,10.6,0,596.19,Phone,Credit Card,0,596.19,0,123,769,0,control,0.0822510822510822,Lost Causes,-1.1634458086852417,0.3760823499495724
CUST01319,35,Female,61567,South,3.8,1,212.19,SMS,Credit Card,0,212.19,0,137,586,3,treatment,0.1295846394984326,Persuadables,-0.5284693291617276,-1.4461351827207864
CUST01320,44,Male,82519,South,23.2,1,633.32,Phone,Savings,1,802.68,0,90,713,0,treatment,0.1525581395348837,Sure Things,-1.1992435745868566,1.652043725833821
CUST01321,51,Male,67820,North,6.0,0,22.49,Phone,Savings,0,22.49,0,149,713,3,control,0.1885245901639344,Lost Causes,1.0875486494322983,0.704424583907591
CUST01322,44,Female,39078,West,1.2,0,374.99,Email,Credit Card,0,374.99,0,1,644,2,control,0.2241379310344827,Lost Causes,1.3842758144798493,-1.671928605263163
CUST01323,34,Female,40002,East,2.6,0,81.72,SMS,Loans,0,81.72,0,211,686,2,control,0.0199999999999999,Lost Causes,-0.4559953854254597,-0.34888360606566277
CUST01324,60,Male,69879,West,2.0,1,332.66,Phone,Loans,1,382.12,0,6,718,3,treatment,0.1035460992907801,Sure Things,0.5108636228057566,-0.43178164206373276
CUST01325,61,Female,54577,East,2.1,0,387.08,App Notification,Loans,0,387.08,0,146,611,3,control,0.0098039215686274,Lost Causes,-0.731883794339241,-1.6182055604292815
CUST01326,68,Male,59347,West,7.1,1,63.35,App Notification,Loans,0,63.35,0,101,636,3,treatment,0.0152497140678612,Persuadables,-0.48437587173749974,0.1762313435624497
CUST01327,41,Male,88768,West,4.4,0,105.13,Email,Loans,0,105.13,0,200,692,0,control,0.1295846394984326,Lost Causes,-0.21364323770541027,0.09381105902427883
CUST01328,42,Male,85180,East,0.2,1,258.94,Phone,Savings,0,258.94,0,325,658,0,treatment,0.1295846394984326,Persuadables,-0.18518584956598078,-1.2036204154017989
CUST01329,24,Male,105954,West,10.5,1,20.86,SMS,Credit Card,0,20.86,1,232,676,1,treatment,0.0306778822365165,Persuadables,-2.3117183919702144,0.9540827734860132
CUST01330,69,Male,63673,South,1.8,1,281.74,SMS,Insurance,1,379.29,0,107,698,3,treatment,0.1569892473118279,Sure Things,1.3098210880966712,-0.5077032098110633
CUST01331,23,Female,57177,South,29.2,0,23.41,App Notification,Credit Card,0,23.41,0,212,654,3,control,0.0306778822365165,Lost Causes,-2.677883313310516,3.1549345733968486
CUST01332,41,Female,78363,North,15.4,1,491.74,Phone,Credit Card,0,491.74,0,106,698,0,treatment,0.1569892473118279,Persuadables,-0.6764289965091073,0.7125070269011219
CUST01333,50,Female,58784,East,14.1,1,64.69,Email,Loans,0,64.69,0,265,714,3,treatment,0.1885245901639344,Persuadables,0.7204086433875961,1.7029365167398685
CUST01334,66,Male,59438,West,8.3,1,171.42,Email,Credit Card,0,171.42,0,258,738,3,treatment,0.0048784977908689,Persuadables,-0.20823001004313926,1.0851529580586494
CUST01335,46,Male,65957,West,1.2,0,24.92,Email,Loans,0,24.92,0,113,637,3,control,0.1295846394984326,Lost Causes,0.27537245277533023,-0.748394004476095
CUST01336,60,Male,103054,North,3.8,1,62.8,App Notification,Credit Card,0,62.8,0,132,668,1,treatment,0.1095238095238095,Persuadables,-0.2269912908738532,0.08837477456048135
CUST01337,39,Male,84079,South,1.3,0,103.49,SMS,Insurance,0,103.49,0,346,729,0,control,0.0106060606060606,Lost Causes,-0.9142749176232047,0.04875022010339487
CUST01338,43,Male,86176,North,1.5,0,133.51,SMS,Loans,0,133.51,0,268,625,0,control,0.1295846394984326,Lost Causes,-0.34618936081570567,-1.037060115175552
CUST01339,45,Female,102157,East,4.7,0,0.01,Email,Loans,0,0.01,0,211,705,1,control,0.0772913816689466,Lost Causes,-0.7114969080506833,0.6198744605017933
CUST01340,67,Female,88050,North,0.2,1,439.03,Email,Savings,0,439.03,0,83,701,0,treatment,0.2325883575883576,Persuadables,1.5175111918515185,-1.0380094857858542
CUST01341,38,Female,47371,West,17.4,1,1.54,SMS,Insurance,1,67.82,0,83,570,2,treatment,0.1714285714285714,Sure Things,-0.5250059714207022,0.7541236405205802
CUST01342,66,Male,87747,North,12.5,0,297.17,SMS,Credit Card,0,297.17,0,250,675,0,control,0.1666666666666666,Lost Causes,0.1022356345550015,0.7796122033221917
CUST01343,24,Female,90285,South,2.4,0,127.19,Email,Insurance,0,127.19,0,349,716,1,control,0.2325883575883576,Lost Causes,0.5202107251314995,-0.17623606758735777
CUST01344,34,Male,83037,West,3.6,1,148.42,Email,Credit Card,0,148.42,0,295,689,0,treatment,0.1295846394984326,Persuadables,-0.2989516582571871,-0.22924782760113835
CUST01345,37,Male,66091,South,3.1,0,46.71,SMS,Insurance,0,46.71,0,237,676,3,control,0.1295846394984326,Lost Causes,0.12592844293351912,-0.22120522098848
CUST01346,58,Male,80926,North,10.7,1,186.98,Phone,Insurance,0,186.98,0,188,707,0,treatment,0.1525581395348837,Persuadables,0.25374975104195474,1.0261582534196336
CUST01347,66,Female,69595,East,5.8,1,154.11,Phone,Loans,0,154.11,0,315,749,3,treatment,0.0048784977908689,Persuadables,-0.1704452871432897,0.923692906558946
CUST01348,37,Other,50438,North,1.6,0,35.88,SMS,Insurance,0,35.88,0,72,726,3,control,0.2195121951219512,Lost Causes,1.6507163467999193,-0.0029766894681964163
CUST01349,39,Male,55407,East,3.0,0,54.39,Email,Savings,1,97.93,0,284,662,3,control,0.0098039215686274,Unclassified,-0.8418836197236548,-0.36476892055758114
CUST01350,45,Female,84074,East,2.8,1,13.85,SMS,Credit Card,0,13.85,0,331,627,0,treatment,0.1295846394984326,Persuadables,-0.22757302738594132,-0.5401208748334373
CUST01351,57,Female,51883,South,16.0,0,13.72,Phone,Loans,0,13.72,0,254,725,3,control,0.1,Lost Causes,0.18363521026132917,2.26863363383283
CUST01352,66,Male,53768,East,1.0,0,2.77,Email,Insurance,0,2.77,0,41,641,3,control,0.1666666666666666,Lost Causes,1.43871435889892,-0.5804331887164483
CUST01353,24,Male,85067,North,0.5,0,49.81,App Notification,Loans,0,49.81,0,72,673,0,control,-0.0369565217391304,Lost Causes,-2.017769570882811,-0.5885101458012877
CUST01354,18,Male,72675,West,10.6,0,227.68,Email,Loans,0,227.68,0,88,710,0,control,0.1395348837209302,Lost Causes,-0.7978173882004033,0.5941760662921222
CUST01355,49,Other,81543,West,11.3,1,76.02,Phone,Loans,1,165.24,0,244,757,0,treatment,0.2121212121212121,Sure Things,0.90302718916121,1.7761580717009169
CUST01356,30,Male,45419,West,10.3,1,83.93,App Notification,Savings,0,83.93,0,309,764,2,treatment,0.0822510822510822,Persuadables,-0.08248391363158575,1.455707439520196
CUST01357,47,Female,80988,South,3.6,1,28.29,SMS,Savings,0,28.29,0,267,703,0,treatment,0.0772913816689466,Persuadables,-0.2372607738792242,0.31811388208045877
CUST01358,40,Male,56799,South,5.4,0,171.35,Phone,Loans,0,171.35,0,239,674,3,control,0.1295846394984326,Lost Causes,0.1334734648877879,-0.22817944215924532
